Unnamed: 0,title,description,cat2_slug,cat3_slug,city_slug,city_category,building_size,land_size,rooms_count,construction_year,floor,total_floors_count,building_direction,floor_material,deed_type,building_age,user_type,price_value,credit_value,rent_value,has_elevator,has_parking,has_storage,has_balcony,has_security,has_pool,has_sauna,has_jacuzzi,has_gym,has_lobby,has_video_intercom,has_remote_door,has_central_vacuum,has_barbecue,is_rebuilt,has_business_deed,location_latitude,location_longitude,location_radius,created_at,created_at_month,price_mode,credit_mode,rent_mode,rent_to_single,rent_type,rent_credit_transform,transformable_price,transformable_credit,transformed_credit,transformable_rent,transformed_rent,has_water,has_electricity,has_gas,regular_person_capacity,extra_person_capacity,cost_per_extra_person,rent_price_on_regular_days,rent_price_on_special_days,rent_price_at_weekends,property_type,has_roof_garden,has_guard,has_master_room,neighborhood_slug
362,Property listing 362,A nice property with 1 bedrooms,apartment-rent,residential,isfahan,minor,389.0,223.0,2_rooms,1401,5,6.0,west,parquet,cooperative,10-20,agency,31462344614.170033,3260928624.019252,25084197.065759502,false,true,true,true,unselect,true,false,unselect,true,true,false,false,true,true,False,True,33.864564591831254,51.72309764894994,200,2023-03-02 08:00:00,Bahman,,agreeable,,False,daily,True,False,False,70964633.28553548,,6445251.356703602,,True,True,4,1,,500000,800000,600000,apartment,unselect,unselect,false,neighborhood_3
363,Property listing 363,A nice property with 2 bedrooms,apartment-sell,residential,shiraz,minor,391.0,576.0,0_rooms,1400,15,19.0,north-west,mosaic,official,1-5,personal,27906866482.58869,,,true,unselect,unselect,true,true,unselect,unselect,false,unselect,true,false,unselect,false,unselect,False,True,32.83562972809171,51.34965883474574,100,2023-03-02 12:00:00,Azar,agreeable,agreeable,agreeable,,monthly,False,True,,331777509.0046472,True,8013122.648554728,True,False,,4,2,200000,,,1200000,land,false,unselect,unselect,neighborhood_1
364,Property listing 364,A nice property with 3 bedrooms,land-sell,residential,isfahan,minor,47.0,75.0,3_rooms,1399,5,6.0,north-west,parquet,cooperative,20+,personal,37157535885.116356,,,true,false,true,false,false,unselect,unselect,false,false,true,true,false,true,true,True,,35.79042598161962,52.62366940992789,200,2023-03-02 16:00:00,Farvardin,fixed,,agreeable,True,daily,False,False,False,460742217.2611716,True,7863639.366024132,True,,True,,,,,1500000,,land,unselect,true,unselect,neighborhood_2
365,Property listing 365,A nice property with 3 bedrooms,house-rent,commercial,tabriz,minor,359.0,455.0,0_rooms,1399,11,2.0,west,laminate,cooperative,20+,personal,14060369851.263338,,,unselect,true,unselect,true,false,false,unselect,unselect,false,false,unselect,unselect,false,false,,True,35.52907825807831,53.70098794780466,100,2023-03-02 20:00:00,Esfand,agreeable,,agreeable,False,monthly,,False,False,955480894.78083,False,1910451.6065529531,True,,,2,,200000,,,1200000,land,true,true,true,neighborhood_3
366,Property listing 366,A nice property with 2 bedrooms,apartment-sell,shop,tabriz,capital,177.0,281.0,5plus_rooms,1398,3,6.0,north-west,ceramic,endowment,20+,personal,28291135121.858414,4243843769.8840065,,true,unselect,true,true,false,false,false,false,unselect,unselect,false,false,true,unselect,,True,32.977526985367355,50.990921143096635,200,2023-03-03 00:00:00,Azar,agreeable,,fixed,,monthly,False,,True,313410586.21962494,,6501635.325176437,False,True,,,,,500000,,,apartment,false,unselect,unselect,neighborhood_2
367,Property listing 367,A nice property with 2 bedrooms,land-sell,residential,shiraz,minor,77.0,582.0,0_rooms,1397,15,5.0,west,laminate,official,20+,personal,4498297945.200527,,,unselect,unselect,true,unselect,false,false,unselect,false,false,false,unselect,false,unselect,false,,,32.38237494521079,53.42093573313138,500,2023-03-03 04:00:00,Azar,fixed,,agreeable,,daily,False,True,False,902453539.2055206,False,1996480.1918133413,,True,False,,1,200000,,1500000,600000,apartment,unselect,false,unselect,neighborhood_1
368,Property listing 368,A nice property with 3 bedrooms,land-sell,residential,isfahan,capital,150.0,599.0,4_rooms,1402,1,19.0,north,stone,endowment,20+,agency,20741909626.80203,256726003.88425174,5391956.891926277,unselect,unselect,unselect,true,true,false,unselect,unselect,unselect,true,unselect,false,true,unselect,True,True,33.76261443019643,53.6818479137808,500,2023-03-03 08:00:00,Bahman,fixed,,,False,daily,True,,True,228858275.82349706,,5833204.782437708,True,,False,2,,,500000,1500000,1200000,apartment,unselect,unselect,true,neighborhood_3
369,Property listing 369,A nice property with 3 bedrooms,apartment-rent,commercial,tabriz,minor,407.0,554.0,3_rooms,1397,5,4.0,north-east,mosaic,cooperative,20+,agency,37533025564.43459,8104488713.867697,48002536.33086728,unselect,true,false,true,unselect,unselect,false,true,true,false,false,true,true,false,,True,34.705587945974955,53.6080103978796,1000,2023-03-03 12:00:00,Shahrivar,fixed,,fixed,,monthly,False,True,,190968897.75924942,,6774346.844463005,,True,False,6,,100000,500000,800000,,land,true,unselect,false,neighborhood_1
370,Property listing 370,A nice property with 4 bedrooms,land-sell,residential,mashhad,minor,259.0,228.0,2_rooms,1400,15,17.0,south,stone,cooperative,new,agency,,,,false,unselect,false,true,false,false,unselect,false,true,unselect,false,unselect,unselect,unselect,False,,32.701554340879774,53.80830931978174,100,2023-03-03 16:00:00,Bahman,,,fixed,True,daily,False,,,518995456.4321649,False,9972350.715875868,True,,,6,,100000,,800000,600000,land,true,unselect,false,neighborhood_4
371,Property listing 371,A nice property with 4 bedrooms,land-sell,office,tehran,minor,376.0,181.0,2_rooms,1401,5,11.0,west,mosaic,endowment,5-10,agency,49533072584.89173,,,false,false,false,true,true,true,false,false,unselect,true,true,unselect,false,unselect,,True,34.05285063372699,53.3684344885171,100,2023-03-03 20:00:00,Farvardin,fixed,fixed,agreeable,,daily,,True,True,672511369.297406,,305419.7814973836,,False,,8,2,100000,,1500000,600000,land,unselect,false,true,neighborhood_4
372,Property listing 372,A nice property with 2 bedrooms,land-sell,office,tehran,capital,262.0,504.0,3_rooms,1398,19,4.0,south,laminate,endowment,20+,personal,,625463773.0717678,35501113.67781021,unselect,unselect,true,true,unselect,unselect,true,true,true,unselect,true,unselect,true,true,False,False,33.70166197709007,52.37394402158668,1000,2023-03-04 00:00:00,Bahman,fixed,fixed,fixed,False,daily,True,False,True,44332250.802281424,False,912423.9411372093,True,,True,6,2,200000,500000,1500000,600000,apartment,false,false,unselect,neighborhood_2
373,Property listing 373,A nice property with 4 bedrooms,land-sell,shop,tehran,capital,175.0,397.0,4_rooms,1398,-1,13.0,north,parquet,endowment,5-10,personal,24959646028.78156,1633359170.58967,29896722.76774682,false,unselect,true,false,true,false,unselect,unselect,false,unselect,false,true,true,false,,,35.562204595077866,51.63938439484097,200,2023-03-04 04:00:00,Esfand,fixed,fixed,agreeable,False,daily,True,True,True,221065865.0472167,,770266.963712315,True,False,True,4,1,,500000,800000,,apartment,true,false,true,neighborhood_4
374,Property listing 374,A nice property with 1 bedrooms,house-sell,residential,isfahan,major,295.0,589.0,1_room,1398,15,17.0,north-east,parquet,official,20+,personal,16543567647.322437,,,true,unselect,false,true,true,unselect,false,true,true,true,unselect,false,unselect,false,,True,33.718266531228515,51.96675114413509,1000,2023-03-04 08:00:00,Shahrivar,,fixed,,,monthly,,True,False,455683666.5013164,True,3983612.8626674004,True,False,True,,,100000,500000,800000,,,unselect,false,true,neighborhood_1
375,Property listing 375,A nice property with 4 bedrooms,house-sell,commercial,shiraz,minor,399.0,455.0,0_rooms,1400,15,9.0,north,mosaic,cooperative,10-20,agency,22086095391.55282,,,false,unselect,true,true,false,false,true,false,true,unselect,true,unselect,unselect,false,True,True,34.13510557494015,53.49044869951034,200,2023-03-04 12:00:00,Aban,agreeable,agreeable,fixed,,,False,,,331004335.9831815,False,8215883.614858137,True,True,False,8,1,200000,500000,800000,,villa,unselect,false,unselect,neighborhood_2
376,Property listing 376,A nice property with 4 bedrooms,apartment-rent,office,tabriz,major,448.0,125.0,4_rooms,1397,9,4.0,north-west,parquet,endowment,20+,personal,42861811480.48247,,47884947.70961009,true,false,true,false,false,unselect,unselect,true,unselect,false,true,true,unselect,false,,False,35.82114478400729,51.20559350966873,1000,2023-03-04 16:00:00,Mordad,,fixed,fixed,False,monthly,,True,,712621079.3483219,,8440563.327871356,,True,False,,1,,,1500000,600000,land,true,unselect,true,neighborhood_3
377,Property listing 377,A nice property with 1 bedrooms,apartment-sell,commercial,mashhad,major,368.0,541.0,5plus_rooms,1401,1,14.0,south,laminate,cooperative,1-5,personal,34242032851.905483,,25452772.472299986,true,true,false,false,unselect,false,unselect,unselect,false,unselect,false,true,unselect,false,,,33.19876706349826,50.637046777364375,100,2023-03-04 20:00:00,Mordad,agreeable,agreeable,,True,daily,True,True,False,511160596.0413168,True,7369795.957211517,True,True,True,2,1,100000,500000,1500000,,apartment,false,false,unselect,neighborhood_1
378,Property listing 378,A nice property with 2 bedrooms,land-sell,commercial,mashhad,capital,489.0,243.0,3_rooms,1398,13,19.0,north-east,parquet,official,new,agency,44133815448.24432,,,false,false,unselect,true,unselect,true,false,false,true,unselect,false,unselect,false,true,True,,33.15596372776776,50.563276872535184,100,2023-03-05 00:00:00,Farvardin,fixed,agreeable,,,daily,,True,True,160359105.60390022,True,8968782.418299478,True,True,,6,1,100000,500000,800000,1200000,villa,false,unselect,unselect,neighborhood_3
379,Property listing 379,A nice property with 1 bedrooms,apartment-sell,office,isfahan,capital,473.0,211.0,0_rooms,1401,19,3.0,north-west,laminate,official,10-20,agency,,,,false,false,true,true,false,false,true,unselect,true,unselect,false,false,true,unselect,False,True,35.19838031976817,53.30797843962,200,2023-03-05 04:00:00,Farvardin,,agreeable,agreeable,True,monthly,True,,,894465379.3150905,True,3228599.441694525,True,,False,2,1,200000,500000,,,apartment,false,unselect,true,neighborhood_3
380,Property listing 380,A nice property with 4 bedrooms,apartment-sell,commercial,tehran,major,490.0,396.0,2_rooms,1395,9,14.0,north-east,stone,official,10-20,agency,43680719780.28776,4051150049.337768,27380825.157925226,unselect,true,true,true,true,unselect,false,unselect,unselect,false,false,true,true,true,,False,33.11015594457587,53.04594274532039,100,2023-03-05 08:00:00,Aban,,,fixed,True,daily,,True,False,292905675.4833596,True,881546.4425229913,,False,False,8,1,,500000,,,apartment,true,unselect,false,neighborhood_3
381,Property listing 381,A nice property with 2 bedrooms,apartment-rent,office,isfahan,minor,88.0,410.0,1_room,1399,14,8.0,north-west,laminate,official,1-5,personal,,,,false,unselect,true,unselect,false,unselect,unselect,true,unselect,unselect,true,unselect,true,false,,False,35.32746348029282,51.99058136418537,100,2023-03-05 12:00:00,Mordad,agreeable,agreeable,,False,monthly,False,,True,731131108.9644234,False,581530.2798985011,True,,True,4,2,200000,500000,800000,600000,land,true,true,unselect,neighborhood_3
382,Property listing 382,A nice property with 4 bedrooms,land-sell,commercial,shiraz,capital,331.0,136.0,5plus_rooms,1399,7,1.0,north,ceramic,cooperative,20+,personal,44441104093.8139,,11255100.314975873,false,true,true,unselect,unselect,true,unselect,true,false,unselect,true,false,true,false,False,False,32.38214243744658,51.09948571236861,100,2023-03-05 16:00:00,Aban,,agreeable,fixed,False,,False,False,,779915779.1054099,,8521327.196193863,,False,False,6,3,100000,1000000,1500000,1200000,villa,true,false,false,neighborhood_1
383,Property listing 383,A nice property with 1 bedrooms,land-sell,office,shiraz,minor,421.0,311.0,2_rooms,1401,-1,10.0,west,ceramic,official,new,agency,16520781595.090322,,,false,true,unselect,true,true,unselect,unselect,unselect,true,false,true,true,false,unselect,True,False,32.44504498923787,52.71045270217044,100,2023-03-05 20:00:00,Dey,,agreeable,,False,daily,True,,True,963157700.2561022,True,7304362.943536913,False,False,True,2,2,200000,1000000,1500000,1200000,apartment,false,false,unselect,neighborhood_4
384,Property listing 384,A nice property with 1 bedrooms,house-rent,residential,tabriz,minor,363.0,263.0,3_rooms,1396,14,18.0,south,ceramic,official,10-20,agency,15797922907.361917,9706973597.660767,12833805.115947003,true,false,false,false,true,true,unselect,unselect,unselect,true,unselect,true,true,true,,False,35.605293496651086,50.15373238972988,500,2023-03-06 00:00:00,Ordibehesht,agreeable,,fixed,True,,,True,False,498507466.5241014,,6986153.060111209,,False,False,6,1,200000,1000000,,1200000,villa,false,unselect,false,neighborhood_1
385,Property listing 385,A nice property with 4 bedrooms,apartment-sell,shop,tabriz,major,117.0,311.0,0_rooms,1396,7,16.0,east,mosaic,endowment,new,personal,,1765395305.9098902,,true,true,true,true,true,unselect,true,false,unselect,true,true,unselect,false,unselect,True,False,34.16324912992974,52.272911262666646,1000,2023-03-06 04:00:00,Tir,,fixed,,False,,True,False,,615835515.4644321,,3396763.3854566882,False,,,,3,100000,,800000,,villa,true,true,true,neighborhood_4
386,Property listing 386,A nice property with 3 bedrooms,apartment-sell,office,shiraz,major,144.0,332.0,3_rooms,1400,17,8.0,east,mosaic,official,10-20,agency,,,,true,unselect,false,false,false,unselect,true,unselect,unselect,true,true,unselect,false,unselect,False,,34.87525706677695,51.59370067495785,1000,2023-03-06 08:00:00,Bahman,,fixed,fixed,False,daily,False,True,True,334876293.47953373,,3799051.886182262,True,True,,4,3,100000,500000,,600000,land,true,false,unselect,neighborhood_3
387,Property listing 387,A nice property with 3 bedrooms,house-sell,office,shiraz,major,208.0,516.0,0_rooms,1400,10,1.0,north,mosaic,endowment,20+,personal,2484290097.602128,,22975776.172129057,unselect,false,true,false,false,true,false,unselect,false,unselect,false,false,unselect,true,False,True,32.901155567450175,53.911438535247875,500,2023-03-06 12:00:00,Dey,fixed,agreeable,agreeable,True,daily,True,,True,678179293.4120665,False,9581135.288993193,True,,False,6,,,,,,villa,true,unselect,true,neighborhood_4
388,Property listing 388,A nice property with 1 bedrooms,house-rent,shop,shiraz,major,256.0,429.0,4_rooms,1399,17,12.0,south,laminate,official,10-20,agency,17676325656.03019,4472420330.229202,,unselect,unselect,unselect,false,unselect,unselect,false,true,unselect,true,true,unselect,unselect,unselect,True,True,32.665097473528434,52.0302409964421,100,2023-03-06 16:00:00,Azar,fixed,agreeable,fixed,True,monthly,False,False,True,463383485.8663197,False,638047.4409793501,,False,True,4,1,,500000,800000,600000,,false,true,true,neighborhood_3
389,Property listing 389,A nice property with 1 bedrooms,house-sell,office,isfahan,capital,417.0,411.0,1_room,1395,7,8.0,south,mosaic,official,10-20,agency,42842942235.298454,,18163346.162797052,unselect,false,false,true,true,unselect,false,unselect,false,false,true,unselect,true,true,False,False,35.33981704893056,52.20907100980107,1000,2023-03-06 20:00:00,Khordad,fixed,fixed,agreeable,True,monthly,True,False,False,437652364.7244223,True,7737317.369377926,True,,False,,1,100000,1000000,,1200000,,unselect,unselect,true,neighborhood_2
390,Property listing 390,A nice property with 3 bedrooms,house-sell,office,shiraz,capital,158.0,498.0,4_rooms,1402,5,16.0,north,stone,endowment,5-10,agency,19863118424.02979,,,true,unselect,unselect,true,true,true,unselect,unselect,false,unselect,true,false,false,true,False,,33.434493628092994,52.84945065377128,1000,2023-03-07 00:00:00,Shahrivar,fixed,fixed,agreeable,True,daily,,False,True,855467529.1161054,,3096333.2370839315,True,False,True,,2,100000,500000,1500000,,land,unselect,true,unselect,neighborhood_3
391,Property listing 391,A nice property with 3 bedrooms,house-sell,commercial,mashhad,major,229.0,490.0,4_rooms,1397,12,18.0,south,ceramic,official,20+,personal,10037929190.093643,,,false,true,true,false,false,false,false,true,true,unselect,false,unselect,unselect,false,,,33.820130476487975,51.938153924502586,1000,2023-03-07 04:00:00,Bahman,fixed,fixed,agreeable,,monthly,False,True,,50168843.49868867,False,390546.18412556086,,True,False,2,3,,,,600000,land,false,unselect,true,neighborhood_4
392,Property listing 392,A nice property with 4 bedrooms,apartment-rent,shop,tehran,capital,294.0,142.0,3_rooms,1397,17,4.0,west,laminate,cooperative,1-5,personal,,,,unselect,true,unselect,unselect,unselect,true,true,false,true,unselect,true,false,false,unselect,True,False,32.111887589101435,50.89827447710701,200,2023-03-07 08:00:00,Mehr,,fixed,fixed,False,,True,False,,881962427.8318685,False,7425701.10742456,True,True,,8,3,200000,,800000,,,true,false,true,neighborhood_2
393,Property listing 393,A nice property with 4 bedrooms,apartment-rent,residential,shiraz,major,409.0,473.0,1_room,1400,17,6.0,north,ceramic,cooperative,1-5,agency,19339069824.4343,,38995066.215032235,unselect,true,unselect,unselect,unselect,unselect,false,true,false,true,true,false,unselect,false,,True,33.543522936771865,52.149111386193795,500,2023-03-07 12:00:00,Khordad,,agreeable,fixed,,,False,False,True,852069837.8285569,False,3309118.856783746,False,,,2,1,100000,500000,1500000,600000,land,true,unselect,unselect,neighborhood_2
394,Property listing 394,A nice property with 3 bedrooms,house-sell,office,tehran,minor,305.0,191.0,0_rooms,1395,0,12.0,west,mosaic,official,20+,personal,45779268453.1885,1826266572.0128279,,true,unselect,true,unselect,true,false,false,true,true,true,unselect,false,false,unselect,True,False,35.08175123249991,53.77707548356288,200,2023-03-07 16:00:00,Farvardin,fixed,agreeable,agreeable,True,daily,,False,False,506366253.5617891,True,7221475.187427966,False,True,False,4,,100000,,1500000,1200000,villa,true,unselect,true,neighborhood_3
395,Property listing 395,A nice property with 4 bedrooms,house-rent,shop,isfahan,minor,188.0,340.0,0_rooms,1400,7,9.0,south,laminate,cooperative,1-5,agency,,868244778.1461767,,unselect,false,true,false,false,false,true,unselect,true,true,unselect,unselect,true,unselect,,,35.28510070914468,51.639643952673886,200,2023-03-07 20:00:00,Ordibehesht,agreeable,agreeable,,True,monthly,False,False,,490202854.2056283,False,7076543.831181201,True,False,False,2,1,200000,1000000,,,apartment,true,true,unselect,neighborhood_1
396,Property listing 396,A nice property with 4 bedrooms,apartment-sell,commercial,tehran,minor,203.0,481.0,5plus_rooms,1402,11,15.0,north,parquet,endowment,20+,agency,25305266231.625916,,,false,false,false,true,true,false,true,unselect,unselect,unselect,unselect,false,true,false,False,False,34.79501915553017,52.71856381999869,500,2023-03-08 00:00:00,Bahman,fixed,fixed,fixed,True,daily,,,,361807368.03549016,,5347868.754331151,True,False,False,6,3,,500000,1500000,1200000,land,false,true,true,neighborhood_4
397,Property listing 397,A nice property with 2 bedrooms,house-rent,residential,isfahan,major,179.0,98.0,2_rooms,1397,13,16.0,south,stone,official,1-5,personal,,1970380474.0616777,29019609.787951857,true,false,true,false,false,true,unselect,false,true,false,unselect,unselect,false,false,True,True,34.76871893417497,53.91213675554274,1000,2023-03-08 04:00:00,Dey,,,fixed,True,,False,True,,994173791.6817343,False,7773731.292105488,False,True,,2,,,1000000,800000,,,unselect,false,false,neighborhood_2
398,Property listing 398,A nice property with 4 bedrooms,land-sell,shop,mashhad,minor,386.0,351.0,5plus_rooms,1401,1,12.0,north,mosaic,official,5-10,personal,23317348810.66857,,13428481.242727403,true,true,false,unselect,unselect,false,true,unselect,false,unselect,false,false,unselect,false,True,True,34.02495706638863,53.319689251933966,200,2023-03-08 08:00:00,Mehr,agreeable,fixed,fixed,True,daily,,True,True,111169332.75384122,False,5810383.241712434,True,True,,8,,200000,1000000,,,apartment,unselect,unselect,true,neighborhood_1
399,Property listing 399,A nice property with 1 bedrooms,apartment-rent,residential,isfahan,capital,297.0,239.0,5plus_rooms,1400,9,14.0,south,mosaic,endowment,1-5,personal,,,,false,unselect,unselect,true,true,false,true,false,true,false,unselect,unselect,unselect,true,True,,34.153317317039296,52.636136532333296,1000,2023-03-08 12:00:00,Mehr,fixed,fixed,fixed,False,daily,False,False,,590215235.628607,True,2866368.5284826066,False,True,True,8,3,100000,,1500000,600000,villa,false,true,false,neighborhood_3
400,Property listing 400,A nice property with 4 bedrooms,apartment-sell,residential,isfahan,minor,413.0,185.0,0_rooms,1398,19,13.0,west,stone,endowment,10-20,personal,13187488658.567745,4163590261.886618,,false,false,unselect,false,true,false,false,false,unselect,unselect,true,false,true,unselect,True,False,34.970526987252576,52.943985953322056,200,2023-03-08 16:00:00,Esfand,agreeable,,agreeable,,daily,,,True,681681590.112417,,7341153.01064419,,,False,4,1,200000,500000,800000,600000,apartment,true,false,unselect,neighborhood_3
401,Property listing 401,A nice property with 4 bedrooms,apartment-sell,residential,tabriz,minor,308.0,453.0,3_rooms,1401,12,2.0,west,stone,endowment,20+,agency,,4697083185.966789,7386695.454884523,false,unselect,false,false,true,unselect,true,false,false,false,unselect,true,true,true,False,False,32.98920719531089,53.7459329920683,1000,2023-03-08 20:00:00,Farvardin,fixed,,,,daily,True,False,True,934330008.2169445,False,5891398.158777236,False,,False,,1,100000,1000000,,600000,,unselect,false,false,neighborhood_3
402,Property listing 402,A nice property with 3 bedrooms,land-sell,office,shiraz,minor,220.0,390.0,4_rooms,1402,6,3.0,south,parquet,official,new,personal,7929440944.891394,,,unselect,false,true,unselect,unselect,true,unselect,false,true,unselect,false,true,true,unselect,False,,32.926068272984224,53.83900841760143,100,2023-03-09 00:00:00,Dey,,fixed,,False,,True,True,True,780203496.8567615,,127272.81689920544,True,False,,8,1,,1000000,800000,1200000,apartment,false,true,unselect,neighborhood_3
403,Property listing 403,A nice property with 1 bedrooms,land-sell,office,shiraz,capital,199.0,367.0,4_rooms,1402,16,10.0,north,mosaic,endowment,new,personal,47383499803.56975,,6727059.268956013,false,true,true,false,true,true,false,unselect,false,unselect,unselect,true,unselect,unselect,False,False,35.79969929565622,53.87587252128798,100,2023-03-09 04:00:00,Mehr,fixed,,,False,daily,False,True,True,643847202.8115468,,9016441.777703093,True,,False,4,2,100000,500000,1500000,1200000,,true,true,true,neighborhood_4
404,Property listing 404,A nice property with 4 bedrooms,house-sell,commercial,mashhad,major,390.0,412.0,4_rooms,1400,17,9.0,east,mosaic,endowment,20+,agency,38365760001.10688,3103221781.9284296,49307063.58013594,true,unselect,unselect,true,unselect,unselect,unselect,true,true,false,unselect,false,unselect,true,,,32.1107595470351,52.50256651281009,100,2023-03-09 08:00:00,Dey,agreeable,,,False,daily,,True,True,116812316.81212267,False,5456436.183243134,False,,True,8,2,100000,,,,land,unselect,unselect,false,neighborhood_2
405,Property listing 405,A nice property with 4 bedrooms,apartment-rent,commercial,mashhad,capital,439.0,431.0,1_room,1399,14,8.0,west,ceramic,cooperative,5-10,agency,13487531301.345856,6640706263.332445,16122999.777673583,false,false,false,unselect,false,false,true,true,unselect,false,false,unselect,true,true,False,False,32.55786185466073,51.538846599460946,500,2023-03-09 12:00:00,Bahman,,,agreeable,,monthly,True,False,,373733516.8314674,True,8686272.654795317,False,False,False,8,,100000,1000000,,600000,land,false,false,true,neighborhood_4
406,Property listing 406,A nice property with 2 bedrooms,apartment-rent,shop,shiraz,major,327.0,282.0,0_rooms,1400,0,10.0,west,laminate,cooperative,1-5,agency,29581146222.544,6661186170.674021,,true,false,unselect,unselect,unselect,unselect,unselect,unselect,true,false,false,false,false,unselect,,True,34.28132970480499,50.5326125158252,100,2023-03-09 16:00:00,Shahrivar,fixed,fixed,fixed,,daily,False,False,True,138841642.54798526,,8827368.389822446,True,False,,,1,100000,500000,1500000,1200000,,unselect,true,false,neighborhood_2
407,Property listing 407,A nice property with 4 bedrooms,house-rent,commercial,tabriz,major,327.0,393.0,3_rooms,1399,6,19.0,north-west,laminate,official,5-10,agency,,,10755033.32856993,true,false,unselect,true,false,unselect,unselect,unselect,false,false,false,false,unselect,false,,,34.9513393547934,51.54219200536161,200,2023-03-09 20:00:00,Bahman,fixed,fixed,fixed,True,monthly,True,,True,881212732.4655137,False,4449666.567350885,True,True,False,6,2,100000,500000,800000,,land,unselect,false,unselect,neighborhood_1
408,Property listing 408,A nice property with 4 bedrooms,house-sell,residential,shiraz,minor,419.0,598.0,1_room,1402,4,3.0,east,ceramic,cooperative,new,personal,47069818552.44922,,29797458.18873235,unselect,false,true,unselect,unselect,false,true,false,false,false,false,false,true,false,False,False,34.151564331940044,53.77182181894248,1000,2023-03-10 00:00:00,Shahrivar,fixed,,agreeable,,daily,,,True,749621155.563643,,5076599.964512309,True,True,,4,,,1000000,1500000,1200000,villa,false,unselect,unselect,neighborhood_1
409,Property listing 409,A nice property with 2 bedrooms,house-sell,residential,tabriz,major,265.0,578.0,2_rooms,1395,10,5.0,south,laminate,cooperative,20+,personal,,,4138132.669374637,false,true,false,false,unselect,false,true,unselect,false,false,false,false,false,false,False,False,33.42025598465953,53.55918832236956,1000,2023-03-10 04:00:00,Mehr,fixed,agreeable,fixed,,monthly,False,True,True,757536786.7972293,,4157543.876756019,,,True,8,3,200000,1000000,,,apartment,false,true,unselect,neighborhood_2
410,Property listing 410,A nice property with 3 bedrooms,house-sell,office,mashhad,capital,50.0,232.0,3_rooms,1402,13,3.0,north,stone,endowment,20+,agency,25808092084.296864,,,unselect,false,unselect,false,true,true,false,true,true,false,false,unselect,unselect,false,False,False,35.91190447741187,52.09463864825152,1000,2023-03-10 08:00:00,Mehr,,,agreeable,False,daily,,True,True,652256517.7735441,,4494367.753080455,,False,True,8,3,,1000000,,600000,,unselect,false,unselect,neighborhood_3
411,Property listing 411,A nice property with 4 bedrooms,house-sell,residential,tehran,capital,49.0,90.0,5plus_rooms,1397,6,16.0,north-west,laminate,endowment,5-10,agency,38755165727.67158,240240413.182008,,false,false,true,unselect,unselect,false,false,unselect,true,false,true,false,false,unselect,,,34.815410740531384,52.1480291463757,1000,2023-03-10 12:00:00,Farvardin,,,,,monthly,,,True,507043536.93670964,False,8951471.589717278,False,,False,2,1,100000,,1500000,,,unselect,true,true,neighborhood_1
412,Property listing 412,A nice property with 2 bedrooms,apartment-rent,shop,mashhad,major,310.0,446.0,3_rooms,1401,2,17.0,south,laminate,cooperative,5-10,personal,28151023215.99649,,,false,true,unselect,true,true,unselect,false,unselect,true,unselect,unselect,true,false,false,True,True,35.32556336426832,51.23568139837988,200,2023-03-10 16:00:00,Dey,fixed,fixed,agreeable,True,daily,,True,,149971059.4634972,,7881440.13967911,False,,False,6,3,200000,,800000,,,false,unselect,true,neighborhood_4
413,Property listing 413,A nice property with 1 bedrooms,apartment-rent,residential,mashhad,minor,312.0,543.0,3_rooms,1401,13,15.0,north-east,ceramic,cooperative,1-5,personal,27679924113.27245,,23054668.16095211,false,false,unselect,false,false,unselect,true,false,unselect,false,unselect,true,unselect,false,False,False,32.16098749675282,51.81803156028192,1000,2023-03-10 20:00:00,Mordad,,agreeable,fixed,,daily,True,,True,329694886.7050518,,1265256.7631557798,,False,,,3,100000,500000,1500000,600000,villa,true,unselect,true,neighborhood_2
414,Property listing 414,A nice property with 3 bedrooms,house-sell,residential,isfahan,minor,463.0,382.0,4_rooms,1396,18,3.0,west,parquet,cooperative,10-20,personal,,2283063430.5952687,2084588.1004453565,false,unselect,true,true,false,false,unselect,false,unselect,false,false,true,true,false,,,32.943680441893534,52.85779397575758,200,2023-03-11 00:00:00,Aban,agreeable,,fixed,False,monthly,False,False,True,136915792.47689056,True,6103077.815400959,,False,True,4,3,,500000,800000,600000,villa,true,unselect,true,neighborhood_1
415,Property listing 415,A nice property with 1 bedrooms,house-rent,shop,isfahan,capital,441.0,176.0,3_rooms,1396,15,12.0,north-east,laminate,official,10-20,personal,,,,false,unselect,true,false,true,true,unselect,false,unselect,unselect,false,false,false,unselect,,False,33.49668437436632,51.609722902591166,200,2023-03-11 04:00:00,Aban,,agreeable,fixed,False,daily,,True,,724913142.8523432,False,9959066.403863423,False,False,True,8,,,1000000,800000,,villa,true,unselect,true,neighborhood_2
416,Property listing 416,A nice property with 1 bedrooms,apartment-sell,commercial,isfahan,minor,222.0,50.0,5plus_rooms,1402,11,9.0,west,laminate,official,1-5,personal,,,,true,false,false,false,false,unselect,false,false,false,unselect,true,unselect,true,true,False,True,32.73040559232911,50.751935488304134,1000,2023-03-11 08:00:00,Khordad,agreeable,fixed,,True,daily,True,True,,160228776.02200502,False,5955507.0123248575,,False,True,4,3,100000,500000,,1200000,,true,true,unselect,neighborhood_3
